5,W,2011-02-01,14094
16,W,2015-10-01,8455
12,M,2015-08-01,9787
10,W,2020-10-01,3907
9,W,2017-05-01,6983
3,M,2013-11-01,13241
17,W,2014-12-01,4167
13,M,2017-05-01,5861
14,W,2007-02-01,10484
5,W,2019-04-01,15393
16,M,2014-11-01,7735
17,W,2012-08-01,3802
8,M,2015-11-01,7758
17,W,2012-04-01,3781
2,M,2020-03-01,9187
17,W,2011-03-01,3684
9,M,2007-05-01,6284
15,M,2013-11-01,7197
12,W,2015-02-01,10623
17,W,2013-10-01,3901
13,M,2016-07-01,5726
2,M,2020-07-01,9141
4,W,2019-07-01,17931
2,M,2022-01-01,9061
9,M,2011-03-01,6227
2,M,2020-01-01,9190
7,M,2014-07-01,7059
3,M,2012-09-01,12802
15,M,2007-01-01,6868
4,W,2014-05-01,16741
3,W,2020-06-01,16293
4,M,2012-11-01,16391
3,M,2020-07-01,14191
10,W,2006-08-01,3597
14,M,2013-03-01,9904
8,W,2007-02-01,7966
10,W,2012-07-01,3596
2,M,2007-09-01,8166
13,M,2011-09-01,5486
9,W,2020-02-01,7182
14,M,2011-01-01,9737
1,M,2012-01-01,2126
6,W,2014-02-01,18139
16,W,2012-12-01,7954
7,M,2018-06-01,7758
14,W,2014-10-01,11075
14,W,2018-10-01,11794
7,M,2014-03-01,7013
16,M,2007-08-01,6955
5,M,2019-11-01,18090
6,M,2008-04-01,17643
17,W,2010-11-01,3669
13,W,2022-01-01,6098
2,M,2006-04-01,8076
10,W,2020-11-01,3917
5,W,2020-01-01,15724
1,M,2008-07-01,2078
14,M,2017-02-01,10915
5,W,2016-11-01,14805
17,M,2009-11-01,4060
10,W,2007-04-01,3608
7,M,2020-07-01,8321
5,M,2006-02-01,14862
3,W,2017-06-01,16071
6,W,2009-07-01,17270
5,M,2013-03-01,15107
12,M,2016-08-01,9869
13,M,2010-07-01,5410
2,W,2012-05-01,9245
2,W,2010-12-01,9184
16,W,2008-09-01,7410
6,W,2021-10-01,18040
6,W,2017-05-01,18770
16,M,2017-09-01,8474
16,M,2006-06-01,6797
10,M,2014-08-01,2979
9,M,2016-03-01,6320
14,M,2013-05-01,9901
11,W,2010-05-01,5389
15,W,2019-03-01,8946
17,M,2015-05-01,4461
12,W,2010-05-01,10011
13,W,2012-02-01,5839
15,M,2018-06-01,7868
9,W,2007-06-01,6699
13,M,2011-03-01,5413
15,W,2020-07-01,9156
3,M,2007-02-01,12807
6,W,2020-05-01,18660
2,M,2010-03-01,8488
14,M,2019-02-01,11283
17,M,2006-10-01,4068
9,W,2019-08-01,7125
1,W,2018-08-01,2136
13,W,2010-07-01,5684
16,M,2007-07-01,6957
17,W,2016-10-01,4522
12,M,2010-10-01,9265
7,W,2018-08-01,8082
9,W,2016-04-01,6946
11,M,2017-06-01,5263
16,M,2013-11-01,7526
12,M,2011-10-01,9437
8,M,2014-10-01,7609
14,W,2007-07-01,10507
17,M,2014-11-01,4219
12,M,2006-04-01,9160
4,W,2016-05-01,17173
1,M,2007-10-01,2106
4,M,2006-04-01,14294
13,M,2019-10-01,5940
12,W,2006-12-01,9859
9,M,2014-10-01,6304
9,M,2019-03-01,6394
16,W,2007-02-01,7365
17,M,2021-04-01,5553
13,M,2022-01-01,5958
10,W,2008-01-01,3614
8,W,2014-02-01,8351
2,M,2018-10-01,9154
1,M,2007-02-01,2189
3,W,2013-02-01,15262
15,W,2011-07-01,8126
10,M,2012-05-01,2974
12,W,2017-04-01,10839
15,M,2007-11-01,6950
12,W,2008-02-01,9923
10,W,2012-12-01,3646
10,M,2006-11-01,2965
2,W,2006-10-01,8903
5,W,2017-05-01,15042
2,M,2013-04-01,8631
12,M,2021-06-01,10117
6,W,2006-12-01,17307
9,M,2020-07-01,6448
4,M,2006-09-01,14264
15,M,2007-07-01,6919
14,W,2010-12-01,10730
13,M,2008-09-01,5330
5,M,2009-05-01,14669
12,W,2011-09-01,10143
7,M,2016-10-01,7565
11,W,2012-12-01,5619
6,W,2021-06-01,18097
7,M,2019-07-01,7907
11,M,2006-03-01,4625
3,M,2011-05-01,12750
12,M,2016-11-01,9896
2,M,2009-04-01,8478
14,W,2021-06-01,12012
13,W,2012-05-01,5819
6,M,2019-03-01,19844
6,W,2007-04-01,17229
10,W,2006-03-01,3632
1,M,2009-07-01,2159
6,M,2015-05-01,19004
15,M,2021-10-01,8452
15,M,2011-05-01,7033
3,M,2017-11-01,14120
1,M,2017-09-01,2373
11,M,2020-02-01,5269
13,M,2006-06-01,5252
11,W,2018-04-01,5842
1,W,2011-01-01,2010
10,M,2019-04-01,3143
8,W,2020-02-01,9117
13,M,2006-12-01,5256
16,M,2012-04-01,7358
7,M,2021-04-01,8447
7,W,2020-02-01,8440
5,M,2013-08-01,15377
7,W,2019-01-01,8127
12,W,2008-05-01,9950
6,M,2020-07-01,19670
4,W,2009-01-01,15771
14,M,2008-04-01,9679
12,W,2010-08-01,10025
11,M,2017-12-01,5265
9,M,2009-12-01,6331
10,M,2014-10-01,3013
9,M,2015-05-01,6309
6,M,2007-06-01,17686
7,W,2018-05-01,8089
5,W,2010-09-01,13852
10,W,2021-02-01,3882
15,W,2009-05-01,8028
16,W,2020-12-01,9907
16,W,2007-08-01,7372
8,M,2018-03-01,8028
15,M,2011-01-01,6983
14,M,2006-06-01,9469
10,W,2017-03-01,3726
8,W,2021-11-01,9324
3,M,2006-02-01,12764
12,W,2019-04-01,10788
10,M,2019-01-01,3140
6,M,2020-02-01,19940
11,M,2017-04-01,5263
13,M,2018-02-01,5948
8,M,2007-01-01,7380
14,W,2008-06-01,10659
7,M,2018-12-01,7884
8,M,2015-04-01,7695
2,W,2020-07-01,9628
17,W,2009-07-01,3665
1,M,2020-02-01,2385
13,M,2009-10-01,5444
6,W,2011-06-01,17532
6,M,2015-12-01,19354
12,W,2009-07-01,9950
8,M,2016-05-01,7835
4,W,2010-06-01,15858
14,M,2020-09-01,11549
11,M,2017-07-01,5245
15,M,2018-03-01,7884
11,W,2019-07-01,5793
17,W,2020-08-01,5174
10,M,2019-02-01,3148
4,M,2016-10-01,17198
7,W,2011-02-01,7225
15,M,2021-07-01,8469
3,M,2008-05-01,13025
8,W,2018-06-01,8836
7,W,2006-12-01,6797
1,W,2015-02-01,2180
2,M,2019-10-01,9149
17,M,2016-05-01,4780
16,M,2019-08-01,9301
16,W,2009-05-01,7420
14,W,2020-10-01,12012
9,M,2008-10-01,6285
12,M,2019-11-01,9833
5,M,2020-11-01,18265
12,W,2016-08-01,10737
17,M,2014-02-01,4238
12,M,2015-01-01,9735
2,W,2011-06-01,9187
5,M,2007-12-01,14837
5,W,2010-06-01,13847
17,W,2018-01-01,4639
13,M,2006-10-01,5231
6,W,2006-02-01,17141
6,W,2012-01-01,17763
15,M,2016-05-01,7580
3,W,2006-05-01,14757
5,W,2017-10-01,15212
8,W,2017-10-01,8733
2,W,2006-07-01,8971
4,M,2008-01-01,14829
14,M,2021-09-01,11580
9,W,2007-12-01,6726
4,W,2019-05-01,17984
8,W,2006-12-01,7964
3,M,2013-02-01,12995
12,M,2006-05-01,9168
17,M,2008-12-01,4075
9,M,2013-04-01,6218
11,M,2012-07-01,4975
10,M,2010-04-01,2897
8,M,2009-06-01,7334
11,M,2013-07-01,5015
16,W,2021-04-01,9953
4,W,2011-01-01,16140
7,W,2015-09-01,7855
13,W,2008-11-01,5701
9,M,2013-10-01,6226
17,W,2014-03-01,3960
10,M,2018-03-01,3128
17,M,2006-01-01,4034
7,W,2020-04-01,8489
7,W,2009-03-01,7006
3,M,2009-12-01,13037
4,W,2007-07-01,15416
15,M,2010-08-01,6960
10,W,2008-08-01,3571
17,W,2020-02-01,5223
6,M,2010-03-01,17557
4,W,2006-09-01,15048
6,W,2020-03-01,18688
17,M,2010-06-01,4044
4,M,2007-10-01,14693
5,W,2009-03-01,13945
9,M,2015-08-01,6256
10,W,2020-01-01,3817
3,M,2006-04-01,12815
3,M,2011-01-01,12893
16,M,2009-07-01,7045
6,W,2020-08-01,18411
2,M,2019-05-01,9139
9,W,2011-11-01,6853
8,M,2013-05-01,7453
15,W,2020-06-01,9145
11,M,2015-11-01,5171
15,M,2015-05-01,7479
1,M,2011-09-01,2135
12,M,2015-04-01,9771
8,W,2010-09-01,8172
3,M,2010-01-01,12973
6,W,2006-11-01,17297
16,M,2018-12-01,9080
13,M,2018-12-01,5945
7,M,2012-03-01,6826
11,W,2014-07-01,5601
16,M,2019-10-01,9342
9,M,2020-12-01,6490
11,M,2020-01-01,5271
8,M,2009-07-01,7329
13,W,2019-02-01,6169
1,M,2007-08-01,2122
5,W,2020-12-01,15929
17,W,2009-04-01,3695
2,M,2007-03-01,8141
9,W,2007-09-01,6689
1,M,2018-07-01,2383
17,M,2015-10-01,4614
11,W,2010-02-01,5329
10,M,2010-08-01,2874
1,M,2018-11-01,2410
14,M,2020-03-01,11565
13,M,2015-11-01,5661
10,M,2019-09-01,3121
4,W,2011-05-01,16216
9,W,2017-02-01,6942
8,M,2010-09-01,7400
11,M,2014-04-01,5082
6,W,2007-12-01,17255
1,W,2021-06-01,2075
3,W,2012-07-01,14961
9,W,2012-03-01,6854
3,M,2008-10-01,13035
15,M,2014-10-01,7429
3,M,2007-06-01,12842
6,W,2017-07-01,18685
12,M,2018-05-01,9839
1,W,2017-05-01,2244
4,M,2012-02-01,15612
15,W,2013-02-01,8190
11,M,2017-03-01,5272
2,M,2016-12-01,9264
5,W,2013-12-01,13990
15,M,2009-03-01,7017
10,M,2019-05-01,3140
16,M,2010-01-01,7106
4,M,2016-03-01,17043
4,M,2015-07-01,16612
8,W,2008-07-01,7999
10,W,2018-01-01,3726
11,W,2019-12-01,5858
9,W,2015-10-01,6924
16,W,2017-11-01,8953
17,W,2007-02-01,3661
10,M,2011-10-01,2943
15,W,2009-12-01,8076
11,W,2009-10-01,5314
17,M,2007-06-01,4090
7,W,2015-10-01,7903
7,W,2014-01-01,7524
9,W,2021-03-01,7310
7,M,2006-09-01,6529
7,M,2007-05-01,6559
17,M,2017-10-01,4911
6,M,2014-02-01,18604
10,W,2021-08-01,3836
14,W,2020-07-01,11899
12,M,2014-06-01,9660
7,W,2007-02-01,6818
12,W,2020-04-01,10707
5,M,2017-03-01,17299
8,W,2021-10-01,9322
11,W,2015-08-01,5666
8,W,2006-07-01,7943
14,M,2011-12-01,9842
7,M,2009-01-01,6639
6,W,2013-11-01,18185
5,W,2017-04-01,15007
10,M,2015-02-01,3041
1,W,2013-01-01,2210
5,W,2014-04-01,14052
15,W,2017-08-01,8894
7,M,2020-06-01,8308
7,M,2021-06-01,8457
16,W,2013-03-01,7937
11,W,2020-03-01,5780
2,M,2006-03-01,8064
13,M,2020-07-01,5956
15,M,2017-02-01,7801
2,W,2006-06-01,8984
6,M,2007-08-01,17537
15,M,2009-08-01,7016
17,W,2018-12-01,4997
13,M,2013-08-01,5584
3,W,2008-02-01,15170
16,M,2008-04-01,6970
1,W,2012-05-01,2109
7,W,2015-04-01,7722
13,M,2008-12-01,5381
8,M,2009-01-01,7357
13,M,2018-07-01,5950
3,W,2020-09-01,15953
8,W,2019-07-01,9090
2,M,2019-08-01,9086
2,W,2010-09-01,8952
15,W,2014-08-01,8453
5,M,2011-05-01,15187
4,W,2011-11-01,16256
16,W,2007-05-01,7367
15,W,2008-10-01,8013
10,W,2006-12-01,3644
4,M,2010-03-01,14998
4,M,2010-06-01,15017
10,W,2021-05-01,3856
10,M,2018-05-01,3147
1,W,2006-12-01,2116
14,M,2015-12-01,10583
14,W,2007-09-01,10520
13,M,2010-06-01,5414
17,W,2017-07-01,4569
16,M,2012-02-01,7371
17,M,2006-02-01,4067
16,M,2010-04-01,7094
10,M,2011-02-01,2895
4,M,2013-08-01,16123
12,M,2010-06-01,9268
10,M,2012-08-01,2969
2,M,2009-07-01,8458
15,M,2020-08-01,8362
4,W,2013-01-01,16572
5,M,2019-04-01,17971
1,M,2014-11-01,2364
15,W,2017-06-01,8902
8,M,2018-08-01,8143
3,W,2014-11-01,15841
7,M,2010-03-01,6678
8,M,2012-09-01,7510
13,M,2008-06-01,5353
5,M,2016-04-01,16643
5,W,2016-07-01,14475
13,W,2020-04-01,6197
8,M,2019-11-01,8371
2,W,2014-06-01,9381
7,W,2009-11-01,7084
9,W,2020-01-01,7163
15,M,2011-08-01,7071
12,W,2007-07-01,9860
14,W,2014-05-01,10991
12,W,2021-11-01,11140
1,W,2011-11-01,2031
1,W,2007-07-01,2078
5,M,2020-02-01,18055
10,M,2015-09-01,3074
14,W,2010-08-01,10618
2,W,2016-12-01,9704
4,M,2007-09-01,14603
8,M,2018-01-01,7995
7,M,2012-11-01,6892
5,M,2006-05-01,14908
5,W,2015-05-01,14337
15,M,2006-01-01,6870
3,W,2013-12-01,15592
1,M,2006-10-01,2173
4,M,2009-07-01,14928
16,M,2020-05-01,9463
2,W,2014-03-01,9381
2,M,2010-10-01,8404
16,W,2006-04-01,7191
15,W,2020-09-01,9382
5,W,2019-08-01,15369
12,W,2017-06-01,10854
9,M,2006-08-01,6307
5,W,2014-10-01,14298
5,M,2011-06-01,15211
14,W,2007-12-01,10602
3,M,2014-07-01,13284
1,M,2012-05-01,2194
7,W,2011-03-01,7224
4,W,2007-11-01,15581
3,W,2018-03-01,16166
17,M,2015-09-01,4585
5,M,2013-04-01,15123
14,W,2018-04-01,11736
5,W,2016-09-01,14469
3,W,2015-05-01,15886
8,W,2011-01-01,8209
4,W,2012-07-01,16347
9,M,2018-12-01,6378
10,W,2019-11-01,3817
15,M,2008-02-01,6991
9,M,2015-12-01,6276
16,W,2015-12-01,8581
13,W,2009-02-01,5662
9,W,2012-11-01,6915
16,W,2015-06-01,8305
6,W,2013-08-01,17698
13,M,2014-11-01,5669
17,W,2013-09-01,3887
5,W,2021-08-01,15645
9,W,2019-01-01,7141
2,M,2010-02-01,8546
16,W,2010-08-01,7513
10,W,2009-05-01,3579
13,M,2012-04-01,5541
16,M,2011-02-01,7267
5,M,2019-09-01,17915
16,M,2021-04-01,9698
1,M,2017-06-01,2446
4,M,2008-07-01,14946
8,W,2013-01-01,8324
4,W,2015-09-01,16827
7,M,2007-02-01,6540
17,M,2006-07-01,4071
13,W,2019-11-01,6199
7,M,2010-04-01,6685
4,W,2018-08-01,17508
6,W,2012-04-01,17836
12,W,2014-02-01,10513
12,M,2010-02-01,9254
8,M,2009-04-01,7350
8,W,2009-04-01,8013
1,W,2015-11-01,2240
12,M,2009-01-01,9303
4,M,2012-10-01,16234
8,W,2012-12-01,8348
3,W,2006-12-01,14891
11,M,2020-03-01,5259
5,M,2009-07-01,14654
4,W,2007-04-01,15455
17,M,2007-07-01,4113
4,W,2009-12-01,15936
16,W,2009-06-01,7406
16,W,2007-06-01,7367
10,W,2020-12-01,3901
16,M,2008-07-01,6985
3,W,2011-12-01,15113
3,M,2011-12-01,12955
8,W,2012-01-01,8292
7,W,2019-11-01,8277
15,M,2015-04-01,7485
14,M,2021-02-01,11612
3,M,2021-08-01,13862
2,W,2013-01-01,9320
17,M,2015-11-01,4663
4,M,2017-08-01,17460
13,M,2016-08-01,5732
12,W,2019-07-01,10785
11,M,2009-07-01,4838
8,M,2013-11-01,7494
1,M,2012-03-01,2131
4,M,2009-10-01,15066
10,W,2017-04-01,3726
15,M,2008-05-01,6977
10,M,2012-12-01,2977
7,M,2018-04-01,7740
11,M,2016-07-01,5219
15,W,2013-07-01,8219
7,W,2006-03-01,6781
10,M,2007-08-01,2942
16,W,2014-05-01,8152
16,W,2010-09-01,7566
16,W,2015-01-01,8278
4,W,2012-05-01,16348
8,W,2017-07-01,8729
1,W,2007-12-01,2037
10,W,2017-08-01,3685
7,M,2021-07-01,8454
16,M,2019-03-01,9145
11,W,2013-12-01,5619
4,M,2010-02-01,15054
8,M,2018-05-01,8082
7,W,2021-05-01,8566
2,W,2016-08-01,9580
14,M,2006-02-01,9426
12,W,2010-10-01,10009
16,W,2016-02-01,8673
14,M,2015-08-01,10427
10,W,2019-07-01,3781
3,W,2010-10-01,15052
14,M,2016-04-01,10624
9,W,2013-11-01,6929
7,W,2015-12-01,7924
7,M,2011-02-01,6759
4,W,2006-08-01,15069
11,W,2014-12-01,5664
9,M,2011-08-01,6238
11,W,2008-07-01,5255
10,W,2020-02-01,3819
4,W,2012-06-01,16343
13,W,2011-02-01,5694
14,M,2017-01-01,10894
3,W,2014-04-01,15638
8,W,2006-08-01,7957
9,W,2011-08-01,6846
10,M,2013-09-01,2950
8,M,2011-09-01,7448
17,W,2021-08-01,5186
7,W,2015-06-01,7716
14,M,2018-01-01,11090
12,W,2020-05-01,10709
4,M,2007-03-01,14572
17,W,2008-08-01,3672
16,M,2020-07-01,9510
6,M,2014-12-01,18930
9,W,2006-01-01,6624
1,M,2012-02-01,2131
17,M,2020-07-01,5420
5,W,2011-06-01,14085
2,W,2017-01-01,9672
13,M,2017-04-01,5853
6,W,2013-05-01,17777
3,M,2016-08-01,13823
12,W,2015-11-01,10719
2,M,2018-06-01,9225
1,M,2013-07-01,2241
15,M,2012-06-01,7073
5,W,2016-12-01,14936
7,M,2019-01-01,7877
4,W,2016-10-01,17151
10,W,2013-10-01,3601
9,W,2018-08-01,7105
4,W,2009-10-01,15815
16,M,2015-09-01,7897
16,W,2006-05-01,7201
8,W,2018-04-01,8811
6,M,2007-03-01,17794
7,W,2009-12-01,7107
14,W,2016-12-01,11634
3,W,2019-11-01,16311
2,W,2020-03-01,9748
13,M,2021-07-01,5942
9,M,2014-05-01,6264
10,M,2014-04-01,2977
9,W,2021-02-01,7319
1,M,2020-08-01,2271
4,M,2019-08-01,18060
17,M,2008-11-01,4074
7,M,2016-07-01,7494
14,W,2015-04-01,11179
17,M,2013-10-01,4184
5,M,2012-09-01,15166
16,M,2008-08-01,7012
6,M,2011-04-01,17595
5,M,2010-08-01,14769
4,W,2017-01-01,17217
17,W,2018-10-01,4983
8,W,2008-02-01,8040
4,W,2008-06-01,15683
8,W,2013-02-01,8325
2,W,2014-05-01,9379
7,W,2020-12-01,8523
10,W,2011-09-01,3590
14,W,2011-08-01,10696
5,M,2010-09-01,14781
6,M,2021-04-01,19234
9,W,2016-12-01,6986
2,W,2009-03-01,9113
9,M,2011-09-01,6250
5,W,2020-03-01,15703
16,M,2009-09-01,7039
4,M,2015-02-01,16523
10,W,2016-06-01,3711
12,M,2020-04-01,9823
2,W,2013-02-01,9320
2,M,2018-05-01,9223
6,M,2015-08-01,18905
7,M,2009-03-01,6626
3,M,2010-10-01,12872
15,W,2020-01-01,9109
4,M,2019-07-01,18167
1,M,2019-09-01,2318
5,M,2013-01-01,15201
5,W,2013-05-01,13797
13,W,2019-09-01,6160
16,M,2013-12-01,7521
16,W,2016-08-01,8755
3,W,2020-10-01,16121
1,M,2019-10-01,2414
13,W,2013-12-01,5828
16,W,2012-07-01,7812
14,W,2018-06-01,11722
10,M,2013-04-01,2935
10,W,2017-01-01,3725
8,M,2014-09-01,7575
12,W,2017-03-01,10815
12,M,2018-12-01,9857
8,W,2007-12-01,8015
9,W,2014-11-01,6968
3,M,2018-06-01,14092
17,W,2021-06-01,5198
4,W,2011-02-01,16142
12,W,2006-07-01,9873
16,M,2019-06-01,9209
4,W,2010-01-01,15878
10,W,2018-08-01,3745
16,W,2020-09-01,9882
13,M,2021-05-01,5937
16,M,2008-06-01,6986
9,M,2016-10-01,6322
5,M,2010-02-01,14813
8,W,2011-04-01,8229
1,M,2019-07-01,2354
9,M,2009-04-01,6286
4,M,2011-04-01,15357
14,M,2016-06-01,10662
12,M,2006-08-01,9180
1,W,2019-04-01,2234
12,W,2021-06-01,10999
10,W,2015-05-01,3678
17,M,2007-01-01,4065
13,W,2015-12-01,5965
13,M,2016-06-01,5725
